value,bdrms,non_bdrms,condition,coopcond,elevator,agperswt,subboroughcode,race,income_tile,year
630000,2,1,2,3,2,20064316,5,4,1,2014
600000,1,0,2,3,1,20351656,8,2,3,2014
950000,2,1,2,3,1,30439044,6,1,3,2014
2800000,3,2,2,3,1,38693784,6,1,1,2014
280000,1,0,2,3,1,51340248,3,3,3,2014
600000,3,1,2,2,1,46129920,2,1,3,2014
600000,1,0,2,3,1,21941736,5,1,3,2014
700000,2,1,2,3,1,24066944,3,1,3,2014
1800000,4,3,2,1,2,42219724,8,2,1,2014
600000,2,1,2,3,1,24736572,4,1,3,2014
9999999,3,1,2,1,1,71028528,6,3,1,2014
1000000,3,1,2,2,1,21966344,3,1,3,2014
1000000,3,1,2,3,1,15419779,6,1,3,2014
1750000,3,1,2,3,1,21941736,5,1,3,2014
600000,2,1,2,3,1,20484408,4,1,3,2014
30000,3,1,2,3,1,61398212,10,3,1,2014
400000,2,1,2,3,1,23270772,1,1,3,2014
3000000,7,1,2,3,1,86178704,5,1,1,2014
1500000,4,1,2,3,1,34309168,4,1,1,2014
100000,5,0,2,3,1,984193,8,2,1,2014
350000,1,0,2,2,1,38660744,4,1,3,2014
1500000,6,1,2,3,1,48219072,1,1,1,2014
5851008,4,3,2,3,1,39076192,5,1,1,2014
900000,4,1,2,3,1,111687392,3,4,3,2014
1200000,3,0,2,3,1,24736572,4,1,1,2014
500000,3,2,2,1,2,46862144,10,3,1,2014
5851008,1,0,2,3,1,23033854,5,1,3,2014
750000,5,1,2,3,1,57536908,1,1,3,2014
800000,4,1,2,2,1,41461196,4,1,3,2014
1000000,3,3,2,3,1,45280316,5,1,3,2014
900000,4,1,2,3,1,74334064,6,1,3,2014
1500000,2,2,2,3,1,19678182,3,1,3,2014
1350000,2,1,2,2,1,20709972,3,1,3,2014
700000,2,0,2,3,1,73123512,5,4,1,2014
1300000,3,1,2,2,1,95517200,1,4,3,2014
1000000,2,1,2,2,1,24066944,3,3,1,2014
9999999,2,1,2,1,1,72659728,10,1,3,2014
5851008,4,2,2,3,1,45280316,5,1,3,2014
1500000,2,2,2,2,1,23270772,1,1,3,2014
5851008,5,3,2,1,1,66114808,5,1,3,2014
26000,2,0,2,3,1,15219523,6,1,3,2014
9999999,4,1,2,1,1,75593048,4,3,1,2014
700000,4,3,2,3,1,38104752,7,1,3,2014
150000,4,2,2,3,1,507556,8,2,3,2014
1500000,2,1,2,2,1,15219523,6,1,1,2014
2000000,3,0,2,2,1,40128632,3,1,1,2014
1400000,3,1,2,3,1,39076192,5,1,3,2014
550000,2,0,2,2,2,39076192,5,1,1,2014
50000,4,1,2,3,1,91999680,10,3,3,2014
5851008,5,3,2,3,1,35322096,6,1,1,2014
1000000,3,1,2,3,1,86897856,1,1,3,2014
1500000,4,1,2,3,1,23270772,1,1,3,2014
120000,1,1,2,3,1,15219523,6,3,1,2014
550000,2,1,2,3,1,39076192,5,1,1,2014
1000000,2,1,2,3,1,23270772,1,1,3,2014
700000,3,1,2,3,1,103448352,6,1,3,2014
535000,2,0,2,3,1,40128632,3,1,3,2014
1700000,3,1,2,3,1,20004948,1,4,1,2014
1400000,3,1,2,3,1,39285240,6,1,1,2014
545000,2,1,2,2,1,15991577,6,1,1,2014
600000,1,0,2,3,1,19052376,8,2,3,2014
1000000,2,1,2,3,1,15219523,6,1,3,2014
500000,2,1,2,2,1,74142016,7,3,3,2014
6000,2,1,2,3,1,19204580,2,4,1,2014
5851008,4,0,2,2,1,149991696,1,1,1,2014
500000,3,0,2,3,1,44540836,4,1,1,2014
2500000,3,2,2,2,1,37994384,5,1,3,2014
2000000,4,1,2,1,2,21431736,8,2,3,2014
3000000,4,1,2,3,1,64286824,4,2,1,2014
400000,1,0,2,3,1,24736572,4,4,1,2014
1300000,2,1,2,3,1,24066944,3,1,1,2014
750000,1,0,2,3,1,69222608,1,1,3,2014
300000,2,1,2,3,1,21921268,10,1,1,2014
825000,2,1,2,3,1,17862748,1,1,3,2014
5851008,1,0,2,2,1,34712176,3,1,3,2014
1600000,4,2,2,3,1,15219523,6,1,1,2014
550000,3,0,2,3,1,20064316,6,4,1,2014
550000,2,0,2,2,1,34331544,3,1,3,2014
9999999,1,0,2,1,1,33086324,9,3,1,2014
1500000,4,2,2,2,1,20410956,1,4,3,2014
2500000,5,3,2,3,1,100791352,5,1,1,2014
950000,3,1,2,2,1,18315956,6,1,1,2014
325000,2,0,3,3,2,30439044,6,1,3,2014
500000,6,1,2,3,1,34309168,4,1,3,2014
600000,3,0,2,3,1,80419576,4,1,3,2014
7000,3,1,2,3,1,50989540,2,3,3,2014
400000,1,0,2,3,1,20064316,4,1,3,2014
9999999,5,2,2,1,2,79533808,6,1,1,2014
700000,2,0,2,3,1,24736572,4,1,1,2014
5851008,5,3,2,3,1,66993596,6,1,1,2014
750000,3,1,2,3,1,28429670,2,1,3,2014
5851008,4,1,2,3,1,34863368,6,1,1,2014
470000,2,0,2,3,1,17664488,3,1,3,2014
600000,2,1,2,2,1,15219523,6,1,1,2014
3200000,1,0,8,3,1,27072108,1,1,3,2014
400000,3,1,2,3,1,38104752,7,4,1,2014
1500000,4,1,2,3,1,24229278,4,1,1,2014
750000,4,2,2,3,1,57536908,1,1,3,2014
800000,3,2,2,3,1,46862144,10,1,3,2014
1500000,3,2,2,2,1,40821916,1,1,3,2014
1200000,3,1,2,3,1,35239176,6,4,3,2014
25000,2,2,2,3,1,62291680,8,4,3,2014
282000,3,2,2,3,1,39436080,8,2,3,2014
650000,3,1,2,3,1,57801172,5,4,1,2014
500000,3,1,2,2,2,19052376,7,2,1,2014
1200000,4,1,2,3,2,57242280,5,1,1,2014
1000000,3,1,2,3,1,40356192,5,1,1,2014
850000,2,1,2,3,1,35322096,6,1,1,2014
580000,3,0,2,3,1,38104752,7,1,1,2014
850000,2,1,2,3,1,20410956,4,1,1,2014
600000,2,2,2,3,1,28251930,7,1,1,2014
420000,1,0,2,2,1,43933256,2,4,1,2014
5851008,4,2,2,2,1,20064316,6,1,3,2014
1000000,3,1,2,1,2,35057872,8,1,3,2014
2500000,4,2,2,3,1,35322096,6,1,3,2014
1000000,3,1,2,2,1,21941736,5,2,3,2014
2000000,9,-1,3,1,2,131036320,8,2,1,2014
325000,2,0,2,3,2,15219523,6,1,1,2014
875000,3,2,2,3,1,15219523,6,1,1,2014
5851008,5,2,2,3,1,34309168,4,1,1,2014
1300000,3,1,2,3,1,39076192,5,1,3,2014
2500000,3,1,2,3,1,21941736,5,1,1,2014
750000,3,3,2,3,1,55815328,4,1,3,2014
5851008,4,1,2,2,1,89253928,6,1,3,2014
1500000,3,2,2,3,1,15219523,6,1,3,2014
2500000,4,1,2,3,1,81603632,5,4,3,2014
3400000,5,1,2,2,1,56738220,5,1,3,2014
5851008,3,2,2,2,1,38191264,3,2,3,2014
400000,1,0,2,3,1,40128632,3,1,3,2014
800000,2,1,2,2,1,16928640,6,4,1,2014
308000,1,1,2,3,1,17661048,6,1,1,2014
1000000,3,1,2,2,1,66670556,6,1,3,2014
750000,3,1,2,3,1,22156276,1,1,3,2014
800000,2,1,2,2,1,21941736,5,3,3,2014
600000,2,1,2,3,1,35322096,6,1,3,2014
5851008,4,3,2,3,1,35322096,6,1,3,2014
750000,3,2,2,3,1,28251930,10,1,3,2014
1200000,3,1,2,3,1,59040320,6,1,1,2014
1000000,4,1,2,3,1,72407864,4,2,3,2014
5851008,6,1,2,2,1,269985344,1,1,3,2014
999000,3,0,2,3,1,30439044,6,1,1,2014
800000,5,1,2,2,1,102179120,4,1,3,2014
900000,4,1,2,3,1,17661048,6,1,3,2014
1000000,2,1,2,3,1,23270772,1,1,3,2014
400000,2,1,2,3,1,39917304,6,1,3,2014
2200000,2,1,2,3,1,15219523,6,1,1,2014
800000,3,0,2,3,1,36631912,6,1,3,2014
9999999,2,0,2,2,1,48079012,4,4,1,2014
100000,2,0,2,3,2,82419040,2,4,3,2014
2000000,3,1,2,3,1,21966344,3,4,1,2014
150000,4,1,2,3,1,1072096,8,2,1,2014
50000,2,0,2,3,1,18989020,3,2,1,2014
5851008,2,1,2,2,1,41419944,3,1,3,2014
5851008,5,3,2,3,1,100259280,6,1,1,2014
550000,2,0,2,3,1,39076192,5,4,1,2014
1800000,3,3,2,3,1,36631912,6,1,1,2014
1300000,2,0,2,3,1,41760080,5,1,3,2014
325000,3,1,2,3,1,19718040,8,2,1,2014
1500000,2,3,2,3,1,49457856,1,1,3,2014
900000,4,4,2,3,1,98895440,6,1,3,2014
300000,4,1,2,3,1,86581208,8,2,3,2014
400000,2,1,2,3,1,19052376,7,1,3,2014
350000,1,0,2,3,1,24736572,4,3,1,2014
1500000,3,1,2,3,1,57536908,1,1,3,2014
500000,1,0,2,2,1,19718040,8,2,1,2014
650000,2,2,2,3,2,21941736,5,1,1,2014
150000,5,1,2,3,1,2840677,8,2,3,2014
1500000,3,0,2,2,1,55010600,1,4,1,2014
360000,2,1,2,3,1,15219523,6,1,3,2014
15000,2,1,2,3,1,51603816,10,3,3,2014
2000000,3,2,2,2,1,18315956,6,1,3,2014
850000,1,0,2,3,1,15419779,6,1,3,2014
5851008,3,1,2,2,1,34309168,4,1,3,2014
500000,3,1,2,3,1,40128632,4,1,3,2014
5851008,3,2,2,3,1,48802868,9,1,3,2014
1500000,1,0,2,3,1,46541544,1,1,3,2014
5851008,4,4,2,3,1,15219523,6,1,3,2014
1000000,2,1,2,2,1,21941736,5,1,1,2014
800000,1,0,2,2,1,33857280,6,1,1,2014
260000,2,1,2,3,1,56503860,10,1,3,2014
9999999,1,0,2,1,1,16530617,10,3,1,2014
530000,3,1,2,3,1,55300104,7,4,1,2014
400000,2,0,2,3,1,20484408,4,4,1,2014
780000,2,0,2,2,1,39356364,3,4,1,2014
265000,1,0,2,3,1,18402188,4,4,1,2014
1000000,3,1,2,2,1,77292904,5,4,3,2014
2000000,4,1,2,1,2,64445632,8,2,3,2014
600000,2,0,2,3,1,39076192,5,1,1,2014
400000,4,3,2,3,1,38104752,8,1,3,2014
700000,2,4,2,3,1,50007904,1,1,3,2014
1000000,1,0,2,3,1,21514652,6,1,3,2014
350000,1,1,2,3,1,15219523,6,1,1,2014
3200000,4,1,2,2,1,33289228,6,1,1,2014
700000,2,0,2,3,2,28429670,2,1,1,2014
5851008,4,3,2,3,1,93220528,5,1,1,2014
500000,2,1,2,3,1,20064316,6,3,3,2014
550000,2,1,2,3,1,49473144,4,2,1,2014
800000,3,1,8,3,1,101151272,6,1,1,2014
140000,2,0,2,3,1,21966344,3,1,3,2014
110000,2,0,2,1,2,57805252,9,3,1,2014
1500000,3,1,2,3,1,28794540,6,1,1,2014
100000,2,0,2,2,1,40128632,3,1,3,2014
675000,2,1,8,2,1,34309168,4,4,3,2014
700000,4,1,2,2,1,45372200,1,1,3,2014
1500000,2,1,2,2,1,19737580,1,1,1,2014
600000,2,1,2,3,1,21242316,6,1,1,2014
500000,3,1,2,3,1,28251930,10,1,1,2014
600000,3,2,2,3,1,35322096,6,1,3,2014
9999999,2,1,2,1,2,44662488,4,1,3,2014
700000,2,1,2,2,1,19389524,4,1,3,2014
500000,4,2,2,1,2,45328276,8,1,3,2014
2300000,4,2,2,2,1,39076192,5,1,3,2014
300000,6,1,2,3,1,83245480,8,2,3,2014
500000,2,1,2,3,1,42504872,3,1,1,2014
1000000,3,1,2,2,1,38779048,4,1,1,2014
2000000,4,1,2,1,2,119313488,8,4,3,2014
300069,1,0,2,3,1,19095632,6,1,3,2014
1200000,3,1,2,2,1,119715528,1,1,3,2014
2100000,3,2,2,3,1,68767448,6,1,1,2014
2200000,4,3,2,3,1,98895440,6,1,1,2014
580000,2,1,2,3,1,21941736,5,1,1,2014
67500,3,1,2,2,1,19052376,8,1,3,2014
330000,2,0,2,3,1,38779048,4,4,3,2014
1000000,2,1,2,3,1,32006368,3,1,1,2014
3000000,5,3,2,3,1,100259280,6,1,3,2014
800000,3,1,2,3,1,64115472,10,1,3,2014
1600000,3,0,2,3,1,114204112,1,3,3,2014
500000,3,2,2,2,2,19052376,7,2,3,2014
1500000,3,1,2,3,2,165254112,7,2,3,2014
5851008,3,2,2,3,1,100774400,6,1,3,2014
400000,2,0,2,3,1,24066944,3,1,1,2014
750000,1,0,2,2,1,20064316,5,1,1,2014
950000,2,1,2,3,2,19389524,4,1,3,2014
1000000,3,1,2,3,1,21941736,5,1,1,2014
1400000,3,1,2,3,1,15419779,6,1,1,2014
400000,2,0,2,3,1,56859340,2,1,1,2014
150000,4,2,2,3,2,3159510,10,3,1,2014
1200000,3,1,2,3,1,44589820,6,1,3,2014
530000,2,1,2,3,1,34851640,2,1,1,2014
5851008,5,3,2,1,1,20064316,6,1,3,2014
2000000,3,2,2,2,1,71955392,1,1,3,2014
980000,2,1,2,3,1,30439044,6,1,1,2014
1000000,3,2,2,3,1,15219523,6,1,3,2014
9999999,2,1,3,1,2,581298,10,3,1,2014
150000,2,1,2,3,1,34957384,2,1,1,2014
500000,5,2,2,1,1,82377760,8,2,3,2014
5851008,5,3,2,3,1,98895440,6,1,3,2014
800000,2,2,2,3,1,30839560,6,1,3,2014
3100000,4,1,2,2,1,19268888,1,1,1,2014
5851008,3,2,2,1,1,44603912,6,1,3,2014
3000000,2,1,2,3,1,20227434,5,2,3,2014
600000,3,1,2,3,1,46862144,10,2,3,2014
1000000,3,2,8,3,1,34851640,9,1,1,2014
875000,3,1,2,3,1,98895440,6,1,1,2014
1150000,2,2,2,3,1,55945960,6,1,3,2014
700000,2,0,2,2,1,24066944,3,4,3,2014
9999999,3,1,2,3,1,20867336,3,4,3,2014
500000,3,2,2,3,1,152305888,10,3,3,2014
5851008,5,2,2,3,1,58731768,7,1,1,2014
400000,2,0,2,3,1,17661048,6,1,3,2014
1000000,4,4,2,3,1,34851640,2,1,3,2014
1500000,3,1,2,3,1,84866584,1,1,3,2014
350000,1,0,2,3,1,21514652,6,1,3,2014
26000,2,1,2,3,1,28251930,10,2,1,2014
700000,3,1,2,3,1,64646044,2,4,1,2014
450000,2,0,2,3,1,24736572,4,3,1,2014
5851008,3,1,2,3,1,33629984,6,1,3,2014
550000,2,1,2,3,1,34309168,4,1,1,2014
320000,1,0,2,3,2,17661048,6,1,1,2014
375000,2,0,2,3,1,21941736,5,1,1,2014
1200000,3,1,2,2,1,83012176,5,2,3,2014
500000,3,1,2,3,1,30839560,6,1,3,2014
3000000,3,1,2,2,2,42137052,6,4,3,2014
250000,5,1,2,1,2,134126272,7,1,1,2014
2000000,3,3,2,3,1,38303272,5,1,3,2014
425000,2,1,2,3,1,18182720,10,1,1,2014
1200000,3,1,2,3,1,62541032,4,1,1,2014
600000,2,1,2,3,1,24252250,4,1,3,2014
900000,4,1,2,3,1,17661048,6,1,1,2014
1700000,3,2,2,2,1,33289228,9,1,1,2014
900000,3,1,2,3,1,37493724,5,1,3,2014
500000,2,1,2,2,1,34851640,8,2,3,2014
5851008,3,2,2,2,1,43883472,5,1,1,2014
1200000,3,1,2,2,1,112173704,4,4,3,2014
900000,4,1,2,2,1,63671480,8,4,3,2014
9999999,2,0,2,2,1,56153324,3,1,3,2014
5851008,3,1,2,2,1,57536908,1,1,1,2014
2000000,3,1,2,2,1,74509480,1,1,3,2014
1700000,2,1,2,2,1,23270772,1,4,3,2014
850000,2,1,2,2,1,41229208,4,1,1,2014
700000,2,0,2,3,1,42504872,3,1,3,2014
750000,2,3,2,3,1,23270772,1,3,3,2014
1000000,3,2,2,3,1,35322096,6,1,3,2014
9999999,2,1,2,1,1,31674750,1,2,1,2014
1000000,3,1,2,3,1,17661048,6,1,3,2014
15744,3,1,2,3,1,80025472,1,1,3,2014
1500000,3,1,2,3,1,24066944,3,4,3,2014
5851008,4,2,2,3,1,129288080,5,2,1,2014
450000,2,3,2,3,1,36804380,4,1,3,2014
30000,4,2,2,3,1,91469848,8,2,3,2014
1000000,3,2,3,3,2,151475600,5,3,3,2014
400000,3,1,2,3,1,28251930,7,2,3,2014
2000000,4,2,2,3,1,35525664,6,1,3,2014
282000,5,1,2,3,2,17425068,8,2,3,2014
350000,2,1,2,3,1,34309168,4,1,3,2014
9999999,2,2,2,3,1,53153056,10,3,3,2014
400000,1,0,2,3,1,40128632,6,1,3,2014
750000,2,0,2,3,1,39285240,6,1,3,2014
1750000,3,1,2,3,1,39076192,5,1,1,2014
1800000,2,1,2,2,1,57536908,1,1,1,2014
1250000,3,2,2,3,1,15219523,6,1,1,2014
2000000,7,1,2,1,2,100259280,7,1,3,2014
1000000,3,1,2,3,1,41760080,5,1,1,2014
3200000,2,0,8,2,1,114204112,1,1,3,2014
3400000,5,1,2,2,1,85014976,5,1,1,2014
850000,1,0,2,3,1,35322096,6,1,3,2014
5851008,3,1,2,3,1,21242316,6,1,3,2014
500000,5,3,2,3,1,129307832,6,1,3,2014
175000,2,1,2,3,2,1106467,10,3,3,2014
9999999,3,0,8,1,2,38519204,10,3,1,2014
1000000,3,1,2,2,1,54808744,6,1,3,2014
230000,1,0,2,3,1,42504872,3,1,3,2014
70000,1,1,2,3,1,24066944,3,1,1,2014
1600000,4,1,2,2,1,46610264,5,1,1,2014
1800000,3,1,2,2,1,103448352,6,1,1,2014
9999999,3,1,3,1,1,53909804,6,3,1,2014
650000,2,0,2,3,1,24066944,3,1,1,2014
1150000,2,1,2,3,1,35322096,6,1,3,2014
500000,3,1,2,3,1,21941736,5,2,1,2014
750000,2,1,2,3,1,15219523,6,1,1,2014
1600000,3,3,2,3,1,35322096,6,1,1,2014
5851008,1,0,2,1,1,21141594,4,1,3,2014
3200000,2,1,2,3,1,57536908,1,1,3,2014
100000,5,1,2,3,1,1138525,8,2,1,2014
800000,3,2,2,3,1,19052376,7,1,1,2014
500000,3,2,8,3,1,92107064,2,3,1,2014
1000000,2,2,2,3,1,21966628,2,1,1,2014
140000,4,1,2,3,1,94342528,3,1,1,2014
1500000,3,2,2,3,1,77921608,6,1,3,2014
5851008,4,2,2,2,1,19340448,6,1,1,2014
9999999,3,1,2,1,2,53533024,8,2,1,2014
850000,2,1,1,3,1,44639788,6,1,3,2014
600000,4,2,2,3,1,17528936,8,2,3,2014
1000000,3,1,2,3,2,34309168,4,1,3,2014
1000000,4,1,3,3,2,21941736,5,2,1,2014
2000000,6,2,2,3,1,81128848,7,4,1,2014
500000,2,1,2,3,1,43029304,6,1,1,2014
60000,2,1,2,3,1,42504872,3,1,3,2014
9999999,3,1,2,3,1,97127224,8,2,3,2014
2500000,3,1,2,3,1,39076192,5,1,1,2014
900000,2,0,2,3,1,34309168,4,1,3,2014
400000,2,1,2,3,1,28251930,10,1,1,2014
2000000,3,2,2,3,1,40934072,5,1,3,2014
110000,5,3,2,1,2,76231792,4,1,3,2014
550000,1,1,2,3,1,17431684,6,1,1,2014
369000,1,1,2,3,1,48597896,4,1,1,2014
5851008,3,3,2,3,1,39076192,5,1,3,2014
2100000,4,0,2,2,1,42504872,3,1,3,2014
2000000,4,1,2,3,1,98895440,3,1,1,2014
650000,2,1,2,3,1,20064316,6,1,3,2014
2000000,3,2,2,3,1,68830616,5,1,3,2014
1500000,2,1,2,3,1,114008784,1,4,3,2014
450000,2,1,2,3,1,19718040,9,1,1,2014
1350000,2,0,2,3,1,40128632,3,1,3,2014
80000,1,0,2,1,1,20467036,5,1,1,2014
10000,4,1,2,3,1,88002856,1,1,1,2014
2000000,3,2,8,3,1,15219523,6,1,1,2014
700000,3,1,2,3,1,23270772,1,1,3,2014
5851008,4,2,2,2,1,20064316,6,1,1,2014
9999999,3,1,2,2,1,21941736,5,1,1,2014
1400000,3,0,2,2,1,21941736,5,1,1,2014
390000,3,1,2,3,1,44371884,4,4,3,2014
800000,4,3,2,3,1,121783024,4,1,1,2014
5851008,5,2,2,3,1,46271328,5,1,1,2014
800000,5,2,2,3,1,42137052,6,1,3,2014
2500000,4,4,2,1,1,47214632,5,1,3,2014
25000,3,1,2,3,1,45637496,8,2,3,2014
9999999,3,1,2,1,1,41057256,7,4,1,2014
1000000,3,1,2,3,1,39076192,5,1,1,2014
1300000,3,2,2,2,1,51848784,6,1,1,2014
900000,5,2,2,2,1,41020248,3,3,3,2014
600000,4,2,2,3,1,35322096,6,1,3,2014
680000,2,2,2,2,1,48043240,4,1,1,2014
100000,3,1,2,3,1,80199496,9,4,1,2014
2000000,3,1,2,3,1,75760912,3,1,3,2014
500000,2,1,2,3,1,15419779,6,1,1,2014
5851008,3,1,2,2,1,39475160,3,1,3,2014
1300000,3,0,2,3,1,62433108,6,4,1,2014
2000000,4,1,2,3,1,47214632,5,1,1,2014
720000,2,1,2,2,1,57536908,1,1,1,2014
500000,1,0,2,3,1,24736572,4,4,3,2014
425000,2,0,2,3,1,48870512,5,1,1,2014
400000,2,0,2,3,1,15991577,6,1,3,2014
1400000,3,2,2,2,1,49461648,6,1,1,2014
975000,3,1,2,3,1,39076192,5,1,3,2014
40000,4,1,2,3,1,45637496,8,2,1,2014
750000,2,1,2,3,1,24066944,3,1,1,2014
500000,2,1,2,3,1,24736572,4,1,1,2014
400000,2,1,2,3,1,19601200,8,2,1,2014
335000,3,1,2,3,2,42484632,6,1,1,2014
900000,2,1,2,3,1,24066944,3,1,3,2014
76000,3,1,2,3,2,70936504,7,2,3,2014
5851008,5,2,2,3,1,57536908,1,4,3,2014
15000,2,1,2,3,1,38104752,9,1,1,2014
950000,3,1,2,3,1,43188964,5,1,3,2014
50000,3,3,2,2,2,17707400,10,1,3,2014
400000,2,0,2,3,1,42504872,3,4,1,2014
400000,1,1,2,3,1,15219523,6,1,1,2014
600000,2,1,2,3,1,34309168,4,1,3,2014
500000,1,0,2,2,1,23270772,1,1,1,2014
12000,3,1,2,3,1,23339830,1,2,3,2014
1000000,3,1,2,3,1,59580688,3,1,1,2014
9999999,3,1,2,1,1,35698512,4,1,1,2014
720000,2,1,2,3,1,23284768,3,3,1,2014
30000,3,2,2,3,1,19601200,8,2,1,2014
625000,2,1,2,3,1,30439044,6,1,1,2014
600000,3,1,2,3,1,19538096,5,1,1,2014
5851008,4,1,2,2,1,42504872,3,1,3,2014
500000,2,1,2,2,1,28251930,7,4,1,2014
1500000,3,3,2,2,1,19538096,5,1,1,2014
849000,4,2,2,3,1,52003200,10,1,3,2014
5851008,4,4,2,3,1,89117752,5,1,3,2014
150000,3,1,2,3,2,2124272,10,3,1,2014
5851008,5,3,2,3,1,91099008,5,1,3,2014
2500000,3,1,2,2,1,39076192,5,1,1,2014
1000000,4,1,2,3,1,98928432,4,2,1,2014
600000,2,0,2,2,1,19718040,8,1,1,2014
1500000,4,2,2,3,1,23270772,1,1,3,2014
9999999,3,1,2,2,1,19268888,6,1,1,2014
1300000,3,1,2,3,1,52394856,6,1,1,2014
350000,2,1,8,3,1,24066944,3,1,3,2014
465000,5,0,2,3,1,20074896,3,1,3,2014
995000,2,1,2,3,1,30439044,6,1,3,2014
5851008,4,1,2,2,1,72255872,5,1,3,2014
1500000,3,3,2,3,1,57536908,1,1,3,2014
575000,3,1,2,3,1,46862144,10,1,1,2014
750000,2,2,2,3,1,21941736,5,2,3,2014
2300000,5,1,2,2,1,67340864,5,1,3,2014
650000,2,1,2,3,1,15219523,6,1,3,2014
2800000,4,2,2,3,1,39076192,5,1,1,2014
650000,2,1,2,3,1,81064672,5,3,1,2014
9999999,3,0,2,1,1,48041272,3,1,1,2014
5851008,5,3,2,3,1,39076192,5,1,1,2014
5851008,4,3,2,3,1,70240512,5,4,3,2014
2300000,2,3,8,3,1,35322096,6,1,1,2014
5851008,6,2,2,1,2,102394616,5,1,3,2014
2000000,4,1,2,1,2,17759402,9,2,3,2014
2000000,3,1,2,3,1,30439044,6,1,1,2014
650000,2,1,2,3,1,24736572,4,1,3,2014
1100000,2,1,2,3,1,24066944,3,1,3,2014
450000,3,1,2,3,2,51800672,1,1,1,2014
30000,2,1,2,3,1,28251930,10,3,3,2014
9999999,2,1,2,3,1,49457856,1,1,1,2014
650000,2,1,2,3,1,21242316,6,1,1,2014
1000000,1,0,2,3,1,21242316,6,1,3,2014
5851008,4,2,2,2,1,35322096,6,1,1,2014
17000,3,1,2,3,1,68567976,10,2,1,2014
600000,1,0,2,3,1,19141974,3,4,1,2014
500000,4,1,2,3,1,20136924,7,3,3,2014
500000,2,1,8,3,1,21941736,5,1,1,2014
9999999,2,1,2,1,1,75763760,4,3,1,2014
500000,3,1,2,3,1,108661120,9,1,1,2014
650000,4,1,2,3,1,103448352,6,1,1,2014
600000,2,1,2,2,1,34309168,4,1,3,2014
1200000,3,2,2,2,1,23270772,1,4,3,2014
600000,2,1,2,3,1,24736572,4,1,1,2014
9999999,2,1,2,2,1,39492672,5,3,1,2014
850000,3,1,2,2,1,39963664,4,1,3,2014
400000,2,1,2,3,1,21941736,5,1,1,2014
385000,4,1,2,3,1,34309168,4,1,3,2014
650000,2,1,2,3,1,15219523,6,1,1,2014
1300000,2,2,2,3,1,28429670,2,1,3,2014
995000,3,2,2,3,1,36162580,6,2,3,2014
900000,2,1,2,2,1,63425352,1,4,3,2014
798000,1,0,2,3,1,20392432,4,1,3,2014
600000,4,2,2,3,1,36162580,6,1,3,2014
300000,4,1,2,2,1,19718040,8,2,1,2014
3000000,4,4,2,3,1,28768456,1,1,3,2014
825000,2,1,2,2,1,21032872,1,1,3,2014
5851008,2,1,2,2,1,24066944,3,4,3,2014
750000,2,1,2,3,1,21035274,1,1,1,2014
2000000,4,1,2,2,1,24066944,3,1,3,2014
1000000,2,2,2,3,1,21941736,5,1,1,2014
5851008,3,1,2,3,1,64213896,7,1,1,2014
600000,3,1,2,2,1,19718040,8,1,3,2014
17000,2,1,2,3,1,37175084,10,3,3,2014
9999999,3,1,2,1,1,138604528,2,3,3,2014
8000,2,2,2,3,1,40703308,8,2,1,2014
5851008,4,3,2,3,1,39076192,5,1,1,2014
325000,2,1,2,2,1,15219523,6,4,3,2014
9999999,3,1,2,1,2,19259602,10,3,1,2014
67500,3,1,2,2,1,38931280,8,1,1,2014
1600000,3,2,2,3,1,63534844,1,1,1,2014
1700000,2,1,2,3,1,21035274,1,1,3,2014
500000,5,1,2,3,1,24736572,4,1,3,2014
350000,2,1,8,3,2,22653662,3,1,1,2014
650000,2,1,2,2,1,15219523,6,1,1,2014
1500000,3,1,2,3,1,55239464,1,1,3,2014
9999999,3,1,2,1,2,118685088,10,3,3,2014
900000,2,1,2,3,1,15219523,6,1,3,2014
9999999,3,1,2,1,2,2614644,8,2,1,2014
1200000,3,3,2,3,1,124097752,6,4,1,2014
550000,2,0,2,3,2,20050416,2,1,1,2014
5851008,5,2,2,1,2,83358584,2,1,3,2014
800000,2,1,2,3,1,21559968,3,1,3,2014
2000000,5,2,2,3,1,39076192,5,1,3,2014
450000,1,0,2,3,1,55748036,4,1,1,2014
500000,2,1,2,3,1,20392432,4,1,3,2014
2000000,4,2,2,3,1,35322096,6,3,3,2014
400000,3,1,2,2,1,38570520,7,2,3,2014
600000,3,1,2,3,1,115626968,6,4,3,2014
700000,2,1,2,3,1,15219523,6,1,1,2014
600000,2,1,2,3,1,28251930,7,2,1,2014
9999999,2,1,3,1,2,16711195,9,1,1,2014
2000000,2,0,2,2,1,24066944,3,1,3,2014
250000,3,2,3,3,2,17771024,7,3,1,2014
1600000,2,1,2,3,1,17154584,4,1,3,2014
1500000,4,1,2,3,1,83417832,5,1,1,2014
600000,2,1,2,2,1,30439044,6,1,3,2014
1000000,3,1,2,1,2,40703308,8,2,3,2014
900000,3,0,2,2,1,119701568,2,4,1,2014
2000000,2,2,2,2,1,46541544,1,1,3,2014
89000,4,1,2,1,2,34851640,8,1,3,2014
500000,2,1,2,3,1,39076192,5,1,1,2014
60000,2,2,2,3,1,19718040,8,2,3,2014
1200000,3,2,2,3,1,34309168,4,4,1,2014
1000000,2,1,2,3,1,15219523,6,1,1,2014
